particle	微少量,粒子,微粒子,微量,【文法】不変化詞(前置詞･接続詞･接頭[接尾]辞など)	2842	686
complicate	面倒にする,を複雑にする,困難にする	2843	685
fax	ファクシミリ,ファックス,(書類などを)ファックス送信する	2843	685
forty	40,40の	2843	685
split	株式の分割,割る,分け合う,割り勘にする,を分裂させる	2843	685
swing	揺れる(こと),向きを変える,を揺らす,を動かす,揺れ動く,【野球】スイング,回転,ぶらんこ	2843	685
coat	の表面をおおう,めっき,覆う	2849	684
involvement	関わり,巻き込むこと	2849	684
monkey	【動物】サル,いたずら小僧,遊び回る,いじくる	2849	684
slip	滑る,こっそり動く,はずれる,滑ること,ちょっとした間違い,細長い一片,伝票,挿し木	2849	684
elevate	昇進させる	2853	683
publisher	出版業者,出版社,発行人,発行者	2853	683
differentiation	区別	2855	682
overlap	一部重ね合わせる,一部重なり合う,重複	2855	682
personnel	人事の,職員,全職員,人事課(部)	2855	682
cigarette	巻きタバコ	2858	681
habit	習慣,癖	2858	681
seed	種,をまく,種をまく	2858	681
entrance	【標識】入口	2861	680
relief	(苦痛などを)取り除くこと,安心,休息,救援,救済	2861	680
replacement	取り替え,代用品	2861	680
ruin	を台無しにする,破滅させる,廃墟,後輩,破滅	2861	680
shoulder	肩,(道路の)路肩	2861	680
conservation	保存,保護,維持,国家管理	2866	679
insulin	インスリン	2866	679
processing	処理 	2866	679
crush	押しつぶす,粉砕,押しつぶすこと	2869	678
illness	不健康,病気	2869	678
minus	差引いて,を引いた,マイナスの,以下の,マイナス,不足	2869	678
roof	てっぺん,屋上,最高部,天井,家,家庭	2869	678
assist	列席する,手伝う	2873	677
careful	注意深い	2873	677
disagree	意見を異にする,と一致しない,相違する,口論する	2873	677
Eve	【聖書】イブ,エバ(Adamの妻)	2873	677
roger	了解,よろしい	2873	677
apple	リンゴ,りんご	2878	676
childhood	幼児期	2878	676
prevention	防止,予防	2878	676
strand	座礁する(させる),岸に上がる,立ち往生する,取り残す(される),困る(らせる),岸,岸辺,より糸,房	2878	676
accuracy	精密さ,正確,精度	2883	674
regression	後戻り,復帰,後退,退歩,退化,退行	2883	674
transaction	処理,取り扱い,取り引き,取引,報告書	2883	674
drinking	飲むこと,飲用の	2886	673
license	鑑札,許可証,免許(証),気まま,破格,に免許を許す	2886	673
faster	速い 	2888	672
grandmother	祖母	2888	672
historic	歴史上重要な,歴史上の,歴史的に有名な,歴史に残る	2888	672
ben	【男子名】ベン,Benjaminの愛称	2891	671
chase	を追う,を追跡する,を追い払う,追撃,狩り	2891	671
enable	を可能にする	2891	671
holy	信心深い,神聖な	2891	671
localization	ローカライゼーション 	2891	671
ooh	アア,アッ,ウー,オー,オオ,ワー,アッと驚く	2891	671
clothing	に衣服を着せる,服を着せる	2897	670
diabetes	【病名】糖尿病	2897	670
linear	線状に伸びる,線の,直線の,長さの,線形の	2897	670
pronounce	を発音する,を朗読する,と断言する,を宣言する,を申し渡す,意見を述べる	2897	670
replicate	(葉など)を折り返す,を模写･複製する	2897	670
inner	内部の	2902	669
loop	環状をなす折返し点,輪,中心点,に巻き付ける,輪になる,宙返り飛行する,ループ,を輪にする	2902	669
matt	(表面が)光沢がなくくすんだ,(写真など)つや消しの(面),の表面をつや消しにする	2902	669
adjacent	隣接した,付近の,近接した,直前の	2906	668
Cytokinin	植物成長ホルモン	2906	668
pleasure	楽しみ,快楽,喜び,楽しいこと,好み	2906	668
grounds	澱,(特にコーヒーの)かす	2909	667
hint	ヒント,てがかり,手引き,ほのめかす,遠回しに言う	2909	667
teaching	教育,授業,教え,教義	2909	667
acre	【単位】エーカー	2912	666
marketing	マーケティング,市場取引,市場で売買すること,買い物	2912	666
purified	精製された 	2912	666
guideline	指針	2915	665
immune	免疫の	2915	665
mode	様式,方法,形態,流行,様態,【文法】法	2915	665
desert	砂漠,を捨てる,放棄する,義務を捨てる,逃亡する,持ち場を捨てる,見捨てる	2919	664
fluorescence	螢光	2919	664
digital	ディジタル,デジタル,数字式	2921	663
stimulation	刺激,興奮,激励,鼓舞	2921	663
gang	囚人などの群れ,悪漢などの一団,遊び友達	2923	662
injection	注射	2923	662
rid	を自由にする,免れさせる,を取り除く,を駆逐する	2923	662
threshold	敷居,発端,始め,出発点,入り口	2923	662
Columbium	コロンビウム(niobiumの旧称) 	2928	661
script	筆記体活字,手書き	2928	661
waters	領海 	2928	661
basketball	バスケットボール	2931	660
carefully	注意深く	2932	659
detailed	詳細にわたる,詳細な,克明,詳しい,細かい,綿密,微細,精密	2932	659
grass	牧草の種をまく,草,牧草,芝生,【俗語】マリファナ,大麻	2934	658
offering	提供する,上演,贈り物,販売	2934	658
priest	聖職者,司祭,祭司,奉仕者	2934	658
recognition	認識,承認	2934	658
scholar	学者,奨学生	2934	658
arrange	の手はずを整える,を手配する,を配列する,整理する	2939	657
cousin	いとこ	2939	657
evolutionary	進化した	2939	657
prize	賞,賞品	2942	656
tube	地下鉄,パイプ,管,筒,管楽器,チューブ	2942	656
variant	異なった,相違する,一致しない,種々の,変種の,変形,変化	2942	656
champion	支持する(stand up for),のために戦う	2945	655
counter	カウンター,計算器,計算機	2945	655
drama	戯曲,演劇,脚本	2945	655
install	就任させる,取り付ける,任命する	2945	655
sheet	シート,シーツ,一枚(の紙)	2945	655
singer	歌手	2950	654
winner	勝利者,受賞者	2950	654
Italy	【国名】イタリア(Republic of Italy)	2953	653
kiss	軽く触れる,キス(する),口づけ,軽い接触,砂糖菓子,(風が)軽く～に触れる	2953	653
reporting	報告 	2953	653
trap	わなに掛ける,罠を仕掛ける,わな,落とし穴,監視所,トラップ,防臭弁	2953	653
practical	実際的な,現実的な,役に立つ,実地の,経験豊かな	2957	652
reliable	たよりになる,頼りになる,信頼できる,当てになる,確実な,確かな,信頼し得る	2957	652
Massachusett	マサチューセッツ州	2959	651
carrier	運搬装置,運び台,電話会社,回線業者	2961	650
lobby	ロビーに出入りする,議員に働きかける,の通過運動をする,圧力団体,ロビー,大廊下	2963	649
reward	褒美,報奨,報酬,償い,謝礼,懸賞金,に報いる	2963	649
epa	米環境保護局,Environmental Protection Agency	2965	648
hunt	捜索する,捜す,追う,探求(する),狩る,狩猟(する)	2965	648
knock	たたく(音),酷評する,トントン叩く,強打する,【野球】ノック	2965	648
operator	(少し皮肉っぽく)敏腕な人,やり手,機械運転者,技手,交換手,経営者,相場師,手術者,演算子,運転者,通信士	2965	648
regardless	かまわない,無頓着な,不注意な	2965	648
syndrome	シンドローム,【医学】症候群(病的諸傾向),一連の事物(事件),ある状況下での行動様式,病的現象	2965	648
allege	主張する,断言する,(まだ証拠が見つかっていないのに)～だと主張する	2971	647
correspond	一致する,対応する	2971	647
desk	机	2971	647
expansion	拡大,進展	2971	647
initiate	始める,起こす,創始する	2971	647
maker	製造業者,創造主	2971	647
privacy	プライバシー,人目を避けること,隠居,自由,秘密	2971	647
SOX	企業改革・投資家保護法,sockの複数形	2971	647
dick	刑事	2979	646
pocket	ポケット,一袋,懐中,金銭,くぼみ,玉受け	2979	646
transcriptional	転写の 	2979	646
lab	研究所,laboratory	2982	645
partly	部分的に,一部は,ある程度は,少しは,いくぶん	2982	645
convict	囚人,有罪を宣告する,有罪と宣告する,罪を自覚した	2984	644
engineering	工学,エンジニアリング,工学技術,工業技術	2984	644
testify	証明する,を証言する	2984	644
deeply	深く	2987	643
Indiana	【米州】インディアナ州	2987	643
nerve	を元気づける,神経,度胸,ずぶとさ	2987	643
nose	鼻	2987	643
depict	(いきいきと言葉で)描写する,叙述する,描く	2991	642
lift	解除する,向上させる,を持ち上げる,上げること,高揚,昇進,助力,リフト	2991	642
MAD	Mutually Assured Destruction,相互確証破壊	2991	642
relax	規律を寛大にする,くつろがせえる,をゆるめる,の力を抜く,努力を控える,くつろぐ	2991	642
cruise	周遊観光船,航行する,巡航する,歩き回る	2995	641
newly	新たに,最近,再び	2995	641
uniform	均一にする,一様な,同型の,そろいの,制服,軍服	2997	640
jazz	ジャズ	2998	639
manufacturing	製造業 	2998	639
surprising	驚くべき,意外な	2998	639
sigh	ため息をつく,ため息(をつく),嘆く,慕う	3001	638
insight	洞察(力),見抜く力,眼識	3002	637
memo	覚え書き,メモ,摘要	3002	637
routine	決まりきった仕事,日課,機械的なやり方,ルーチン	3002	637
talent	才能,天分,素質,手腕	3002	637
atmosphere	雰囲気,環境,空気,気圧,媒体ガス,触媒,【気象】大気	3006	636
crucial	決定的な,きわめて重要な,ゆゆしい,致命的な,十字形の	3006	636
gray	青ざめた,灰色,青白さ,灰色の,白髪の,灰色の服	3006	636
myosin	ミオシン 	3006	636
PC 	パソコン	3006	636
recipe	調理法,製法,処方箋,方策,手法,手段	3006	636
dismiss	解雇する,fire,立ち去らせる,追放する,解散する,(本来なら考慮すべきことを)忘れる	3013	635
implication	(かくれた)意味,暗示,connotation	3013	635
ceo	最高経営責任者,chief executive officer	3015	634
Joseph	【聖書】ヨセフ(ヤコブの子)	3015	634
scream	鋭い叫び声をあげる,叫び,悲鳴をあげる,金切り声をだす	3015	634
usage	用法,使用法	3015	634
antibiotic	抗生物質	3019	633
Disney	ディズニー 	3019	633
pregnant	妊娠している,意味深長な,含みのある,に満ちた(with)	3019	633
ruling	支配する,統治する,決定,判決,有力な,一般の,主たる,目下の	3019	633
sudden	突然の	3019	633
yours	【代名詞】あなたのもの,あなたがたのもの	3019	633
convention	慣習,しきたり,会議,協定,条約(多国間での特定の事項についての合意),集会,協議会	3026	632
Yankee	アメリカ人,文字yを表わす【電話】通信用語	3026	632
avenue	並木道,大通り	3028	631
precisely	精密に,正確に,几帳面に	3028	631
secure	安全な,確実な,不安のない,確保する,手に入れる,安全にする,保証する	3028	631
silver	銀(の),銀貨,銀色の,銀色	3028	631
coefficient	係数,率	3032	630
designate	指定する,指摘する,示す,表す,指名する	3032	630
angry	怒った	3034	629
ill	病気で,悪く,不親切に,不幸な,悪,不運	3034	629
plasma	プラズマ,血漿,リンパ漿,乳漿,原形質	3034	629
scan	を細かく調べる,ざっと見る,スキャン,を走査する,精密検査をする	3034	629
splice	重ね継ぐ,組み継ぎ(する),結婚させる	3034	629
creation	創作物,創造	3041	628
pat	適切な,すっかり,軽くたたく(こと),なでること,軽くたたく音	3041	628
palm	掌,手のひら(状の物),手尺,あて革,【植物】ヤシ,シュロ,シュロの葉(勝利の象徴)	3043	627
sustain	支える,被る,継続する,(法的に)承認する	3043	627
weigh	(重さが)である,重荷になる,出航する,をよく考える,重要である	3043	627
peer	仲間,同僚,同等の人,貴族,上院議員,(目を凝らして)じっと見る	3046	626
subset	部分集合	3046	626
template	(生化)遺伝子複製の鋳型	3046	626
permanent	永久の,(半)永久的な,永続する,耐久の,常設の	3049	625
fed	feedの過去形,【俗語】FBIの捜査官	3050	624
honest	素直な,ホントさ･ウソじゃないよ,正直な,正当な	3050	624
impressive	強い印象を与える,印象的な,感動的な	3050	624
properly	適切に,適当に,礼儀正しく,立派に,正確に,相応に	3050	624
statue	像,彫像,塑像	3050	624
stem	幹,茎,葉柄,(～の流れを･が)止める･止まる,(時流など)に抵抗する,由来する,【文法】語幹	3050	624
drag	を引く,を引きずる(こと),畑をならす,だらだら進む	3056	623
ongoing	継続中の,(現在)進行中の,現行の,発達中の	3056	623
personality	個性,人物,人格,名士,人間であること,独特な雰囲気,テレビによくでる有名人	3056	623
rival	商売がたき,競争者,対抗者,ライバル,対抗する	3056	623
sand	砂,砂地,砂漠,砂色,に砂をまく,を磨く,に砂を混ぜる	3056	623
thin	乏しい,か細い,弱々しい,を細くする,を薄める,細くなる,薄い,やせている,まばらな,希薄な	3056	623
filed	提出 	3062	622
hmm	うーん 	3062	622
smooth	なめらかになる,ならす,円滑な,なめらかな,滑らかな,滑らかにする	3062	622
competitive	競争が激しい,競争力がある	3065	621
craft	クラフト,航空機,技術,手技	3065	621
grab	ひったくる,逮捕する,を横取りする,物をつかむ機械,わしづかみ,好意,猶予,気品	3065	621
are	【単位】アール(面積の単位=100平方メートル),2人称単数および各人称の複数を主語とするbe動詞の直説法現在形	3068	620
estrogen	女性ホルモン物質	3068	620
substitute	代用する,代用の,代用になる,代理人,代用品	3068	620
immigrant	帰化植物,移住者,移住民,(外国からの)移民,外来動物	3071	619
oligonucleotide	オリゴヌクレオチドは,20塩基対かそれ以下の長さの短いヌクレオチド(DNAまたはRNA)の配列。自動合成装置によって合成できる。	3071	619
genotype	遺伝子型 	3074	617
ocean	海	3074	617
odds	配当率,ハンディキャップ,恩恵,見込み,可能性,争い,勝ち目,差異,不均等	3074	617
CNN 	CNN放送	3078	616
fascinating	魅力のある	3078	616
innocent	無垢な,あどけない,無罪の	3078	616
ir	Investor Relations,IR 投資家向け広報	3078	616
recipient	受取人,受容者,受賞者,受け取る,感受性のある	3078	616
valuable	貴重な	3078	616
commonly	一般に,通例,下品に,粗野に,通俗に,普通	3084	614
intake	摂取量,水などの取入れ口,取り入れ	3084	614
knee	ひざ,膝,膝で押す(突く)	3086	613
literally	文字どおりに,文字通りに,逐語的に,まったく,本当に,事実上	3086	613
Ohio	【米州】オハイオ州	3086	613
Turkey	【国名】トルコ	3086	613
flash	フラッシュ,ぴかっと光る,さっと通る,(考えなどが)浮かぶ,ひらめく	3090	612
folk	人々	3090	612
roughly	おおよそ	3090	612
breakfast	朝食	3093	611
deputy	代理人,副～,代理,副,代理の	3093	611
hello	【間投詞】こんにちは,やあ,あのう,【電話】もしもし	3093	611
stability	安定(性)	3093	611
bureau	化粧ダンス	3097	610
bye	【間投詞】さよなら	3097	610
joss	運,偶像,上役,神像,親方	3097	610
pump	ポンプ,揚水機,心臓,汲む,水を揚げる,ポンプでくみだす	3097	610
stream	能力別編成クラス,小川,流れる,を流す	3097	610
tooth	歯,toothの複数形,(食物の)好み	3097	610
bread	パン	3104	609
embrace	抱きしめる,包含する,捕える,囲む,抱擁,包囲,容認,(遠回しに)性交	3104	609
format	型,構成,判型,体裁,書式,形式	3104	609
neck	頚状部,首,えり,いちゃつく	3104	609
tank	タンク,水槽,戦車	3104	609
dimension	容積,寸法,面積,次元	3109	608
nevertheless	それにもかかわらず,それでも,やはり	3109	608
opposition	反対,対立,抵抗	3109	608
ultimate	根本的な,究極,最終の,究極の,究極点	3109	608
broadcast	放送する,広く,放送	3113	607
educational	教育上の	3113	607
regime	政治制度,政権,制度,政体,体制	3113	607
silly	ぼうっとした,愚かな(stupid),ばかげた(foolish)	3113	607
harm	を害する,害,傷つける,損害,悪意	3117	606
determination	決心,決定,判定	3118	605
gross	グロース(12ダース･144個),グロス,粗悪な,総計の,ひどい,でぶの,粗野な,総計	3118	605
hook	をかぎ形に曲げる,かぎ,とめがね	3118	605
considerable	少なくない,かなりの,相当の,重要な	3121	604
flexibility	柔軟性,屈折率	3121	604
foster	養い育てる,育てる,助成する,育成する,よび起こす,心にいだく	3121	604
Islamic	イスラムの 	3121	604
lipid	脂質	3121	604
prince	王子,王,皇族,皇子,プリンス,公爵,君主	3121	604
regularly	規則正しく,きちんと,正規に,まったく,正式に	3121	604
infant	未成年者,幼児,赤子,幼少の,幼い	3128	603
pot	【俗語】マリファナ,つぼ,はち,びん,植木鉢,をつぼに入れる,猟をする,撃つ	3128	603
violate	に違反する,(法律･規則)を破る,を妨害する,犯す,違反する,乱す,強姦する,邪魔する	3128	603
clock	掛時計	3131	602
dedicate	捧げる,打ち込む,専念する,献げる	3131	602
invasion	侵入	3131	602
wire	針金,金属線,電信,電報,を針金で結ぶ,に電報を打つ	3131	602
auction	競売(にかける),オークション(にかける)	3135	601
dialogue	対話	3135	601
accent	アクセント,口調,なまり	3137	600
arrangement	準備,整理,配列,取り決め	3137	600
biology	生物学,生態学	3137	600
negotiate	(条約締結など)交渉する,協定する,取り決める	3137	600
heaven	至上の幸福,天国,天,神	3141	599
rough	手触りの荒いもの,でこぼこの,起伏のある,ざらざらした,毛深い,荒れた,乱暴な,自然のままの,未加工の,でこぼこの土地,乱暴者,スケッチ,下書き,【和製英語】アバウト	3141	599
agenda	議題,予定表,会議事項,計画表,議事日程,備忘録	3143	598
bedroom	寝室,お色気の,セックスの,ベッドタウンの	3143	598
fluid	変りやすい,流動性の,流体(の),流動体	3143	598
proud	自尊心のある,誇る,誇りとする,光栄に思う,自慢している,高慢な,尊大な	3143	598
surprisingly	驚くほど(に),意外にも,驚くほどに,あきれるほど,驚いたことには	3143	598
constitute	構成する,制定する,の構成要素となる	3148	597
Michigan	【米州】ミシガン州	3148	597
sacrifice	いけにえにする,犠牲になる,供え物,いけにえ･犠牲,を犠牲にする	3148	597
tiger	【動物】トラ,虎,乱暴者,強敵,歓呼,喝采,狂暴な(残酷な)人,(万歳三唱の後の)おまけの万歳	3151	596
homeland	母国,自国	3153	595
partial	一部分の,不完全な,一部(分)の,不公平な,とても好きな	3153	595
announcement	発表,通知	3156	594
custom	(社会的な)習慣,慣習	3156	594
distinction	区別	3156	594
guidance	手引き,案内,指導	3156	594
wound	WINDの過去･過去分詞形,心の傷,を傷つける	3156	594
graphic	グラフィック,グラフの,図画の,グラフィックアートの,まのあたりに見るような,生きいきとした	3162	592
math	数学,mathematics	3162	592
steel	スチール,好敵手,鋼鉄,剣,硬さ,鋼製	3162	592
tail	尾,尻尾,尾状のもの,後部,下っ端,に随行する,見張り,尾行,尾行者,見張りの者	3162	592
import	を輸入する,輸入,輸入品	3166	591
scheme	計画,考え,陰謀,仕組み,組織,理論体系,一覧表,図式	3166	591
impress	に感銘を与える,印象を与える,印象ずける,の心を打つ,特徴,効果,押印	3168	590
modification	緩和,加減,修正,改良,変化,制限,変形,修飾	3168	590
medication	薬物(療法･処理･適用),投薬	3171	589
stadium	スタジアム,競技場	3171	589
elderly	中年を過ぎた,初老の,年配の,時代遅れの,年配,老齢	3173	588
Pan	パーン,牧羊神,【ギリシア神話】パン(ヤギの角と足をもつ牧人･山野の神)	3173	588
negotiation	交渉,話し合い,(小切手など)譲渡,談判,流通	3175	587
horrible	ひどくいやな,恐ろしい,身の毛もよだつ	3176	586
mall	ショッピングセンター,散歩道,中央分離帯,商店街	3176	586
prisoner	囚人,刑事被告人,捕虜	3176	586
raw	原料のままの,すり傷,生の,生焼けの,未加工の,ひりひり痛む	3179	585
surplus	黒字,剰余,余剰,余り,余った,過剰の,余剰の,黒字の	3179	585
Atlantic	大西洋の	3181	584
diverse	別種の,多様な,多様性をもつ	3181	584
flood	おびただしい流入,洪水,氾濫する,大水,氾濫,にあふれる,に水を張る	3181	584
gender	(文法上の)性,(話)性 (sex)	3181	584
proof	証明,証拠,試験,論証,に耐える,検査済みの,保証付きの,校正刷り	3181	584
prudence	慎重,思慮,分別,細心,抜目なさ,つつましいこと	3181	584
soil	きたない物,土,土地,国土,を汚す,をけがす,汚れ,汚水,肥料	3181	584
stronger	強い 	3181	584
legend	言い伝え,伝説,題銘,表題,解説	3189	583
lowest	最低 	3189	583
naked	ありのままの,裸の,むき出しの,無防備の	3189	583
brilliant	きらきら輝く,すばらしい,才気のある,きらめく,みごとな,立派な	3193	582
fantasy	空想,ファンタジー,【映画】ファンタジー映画,想像,気まぐれ,空想文学作品,空想の産物,白日夢,荒唐無稽,幻	3193	582
gulf	湾,裂け目,大きな隔たり,深い割目,深い穴,深淵	3193	582
mature	成熟した,熟した,十分に成長した,熟慮した,成熟させる	3193	582
monument	記念碑,遺跡,記念物,不朽の業績,墓石	3193	582
cow	【動物】雌牛,乳牛,おびやかす,(intoを伴って)脅してさせる	3198	581
pollution	公害,汚すこと,汚染,汚れ	3198	581
defect	不足,欠点,短所,欠陥,亡命する,他国へ逃亡する	3200	580
depression	【経済】不況,不景気,不振,下降,沈下,陥没,低地,俯角,【病名】鬱病,うつ状態	3200	580
fiction	想像,小説	3200	580
modest	謙そんな,控え目な,適度の,慎み深い	3200	580
owe	負う,おかげだ,借りている	3200	580
pink	(色)ピンク,桃色(の),ピンク色	3200	580
resist	に抵抗する,に耐える,を追い払う	3200	580
facilitate	容易にする,促進する,楽にする	3208	579
interestingly	興味深いことに 	3208	579
substance	実体,物質,実質,内容,財産,大要,薬物,麻薬	3208	579
NBC 	NBC放送(National Broadcasting Company).米国三大テレビネットワークのひとつ	3212	578
recycle	再循環させる,再生利用する,リサイクル	3212	578
bug	いらいらさせる,困惑させる,虫,【虫】ナンキンムシ,微生物,バイ菌,熱狂家,【俗語】盗聴する,欠陥点,盗聴器	3215	577
differential	差別的な,(石油)油種間価格差	3215	577
dig	探求する,を探し出す,深く研究する,気にいる,掘る,土を掘る	3215	577
larry	ばか(rallyは集会・ラリー)	3215	577
sixty	60,60の	3215	577
affinity	類似性,親近感,魅力,attraction,婚姻(関係)	3221	576
barrier	防壁,柵,仕切り,境界,国境のとりで,検問所	3221	576
classification	分類	3221	576
heavily	重く,重そうに,激しく,濃密に,ひどく,重々しく,密に,のっそり,猛烈,物物しい	3221	576
humor	ユーモア,こっけい,機嫌,気性,の機嫌を取る,うまく合わせる	3221	576
supporter	サポーター,支持者,扶養者,支柱	3221	576
nervous	いらいらする,神経質な,臆病な,神経の	3227	575
deviation	本筋からはずれること,方針からの逸脱,偏り,偏差,脱線	3228	574
dilution	薄めること,希薄,薄めたもの	3228	574
query	疑問をはさむ,を疑う,を問う,疑問,疑い,質問	3228	574
transformation	変換,変形,変化,変容,変質,【生物】変態,【電気】変圧	3228	574
antigen	抗原	3233	573
assure	確実にする,保証する,安心させる,被保険者	3233	573
bitch	雌犬,(卑語)淫乱な女,意地悪で不愉快で身勝手な女,不平･不満を言う	3233	573
commerce	商業,貿易,交易,交際,商学	3233	573
fighter	戦う人,戦士	3233	573
immigration	(外国からの)移住,入国(者)	3233	573
peripheral	周辺の,末梢性の	3233	573
subsequently	後で	3233	573
thereby	それによって,その結果	3233	573
transmission	変速機,送信,伝達,伝染,伝送,伝導,発信	3233	573
edited	編集済みの 	3243	572
exciting	興奮させる,わくわくするような	3243	572
viewer	見る人,見物人,検査官,テレビ視聴者,聴視者,観覧者	3243	572
aide	(大統領などの)補佐官,側近,スタッフ	3246	571
Colorado	【米州】コロラド州	3246	571
assignment	割り当て,譲渡,指示,宿題,仕事,任務,任命,指摘	3249	570
comparable	比較できる,同等の	3249	570
jet	Japan Exchange and Teaching Programme,外国青年招致事業(JETプログラム)	3249	570
radical	徹底的な,極端な,過激な,急進的な,よい(good),すぐれた(excellent),最高の(superlative),根本の,基礎の,根底の,【数学】根号,根(の),【化学】基(の),【文法】語根(の),急進党員,過激論者	3249	570
aggressive	積極的な,攻撃的な,迫力たっぷりの	3253	569
consultant	コンサルタント,顧問,相談役	3253	569
costume	の衣装を用意する,衣装	3253	569
everyday	毎日の	3253	569
excite	興奮させる,刺激する,エキサイト	3253	569
greatly	大いに,偉大に	3253	569
possess	を所有している,have,own	3253	569
prominent	目立った,重要な,著名な,突出した,浮き彫りの	3253	569
dan	段,有段者,標識浮標	3263	568
pie	パイ,総額,楽なこと,【鳥】カササギ	3263	568
killer	殺し屋,殺す動物(器械),殺人鬼	3265	567
mood	気分,気持ち,憂うつ,雰囲気,【文法】法	3265	567
cookie	クッキー,【俗語】やつ,魅力的な女	3267	566
dirty	きたない,汚れる,不潔な	3267	566
oral	口頭の,会話の,口の,経口(の)	3267	566
ourselves	我々自身で,の	3267	566
publicly	公に,公然と	3267	566
cultured	文化のある	3272	565
curious	好奇心の強い	3272	565
enormous	莫大な,非常に大きい,巨大な,極悪な	3272	565
string	一列に並べる,ひも,糸,弦	3272	565
adviser	助言者,忠告者,【会社】顧問	3277	564
harry	を繰り返し攻撃する,悩ます	3277	564
historian	歴史家	3277	564
inspection	検査	3277	564
quantity	量的な,分量,量,数量,額,多量,音量,期間	3277	564
fate	巡り合わせ,宿命,予言,悲運,破滅,死,最終結果,運命づける	3285	563
presentation	提出,示された状態,贈呈,呈示,献呈,進呈,贈呈品	3285	563
quantitative	定量的な,量的な,量ではかれる,量に関する	3285	563
competitor	競争相手	3288	562
integrity	正直,誠実,完全	3288	562
intracellular	細胞内の 	3288	562
communicate	知らせる,通信する,伝達する,伝える	3292	561
mandate	の統治を委任する,命令,為政権,指図,委任統治	3292	561
poverty	貧乏,貧困,不足,欠乏,欠如,貧弱	3292	561
architect	建築士,建築家,設計者,建設者	3295	560
manual	マニュアル,手の,手動の,小冊子,便覧	3295	560
seventy	70,70の	3295	560
actress	女優	3298	559
bury	没頭させる,～隠す,を埋める,を埋葬する,を忘れる	3298	559
cowboy	カウボーイ,牛飼い,(協定労働条件を破って働く)未組織労働者	3298	559
literary	文学に通じた,文学の,文芸の	3298	559
Pentagon	米国国防総省,米国軍当局	3298	559
perceive	を知覚する,に気づく,と思う,理解する	3298	559
comfort	を慰める,元気付ける,安心させる,楽しみ	3304	558
Lincoln	リンカーン 	3304	558
uncertainty	不確実さ,疑い,半信半疑,不確定,不安	3304	558
duration	持続,持続期間,所要時間	3308	557
lover	恋人同士,恋人,愛好者	3308	557
racial	人種上の,人種の,民族の,民族間の	3308	557
anticipate	予期する,予想する	3311	556
successfully	首尾よく,まんまと,具合よく,幸運にも	3311	556
trick	こつ,策略,いたずら,迷い,幻覚,癖,トリックの,を計略でだます,【俗語】女の子,娼婦の客	3311	556
enterprise	進取の気性,計画,企て,仕事,事業,企業	3314	555
badly	ひどく,悪く	3315	554
employment	雇用,職	3315	554
continuous	絶え間ない,休みない	3317	553
spoiler	スポイラー 	3317	553
super	すばらしい,管理人,端役,とても	3317	553
lean	もたれる,曲げる,かがむ,(～に)傾く,頼る,収穫の少ない,やせた,やせている,乏しい,やせた部分,赤身の	3320	552
Puerto	プエルト(Pueruto Ricoと一体で使用) 	3320	552
Utah	【米州】ユタ州	3320	552
button	ボタン,襟章,バッジ	3324	551
headquarters	本部員,本部,指令部,本拠,司令部(員),本社	3324	551
returns	報酬	3324	551
assemble	招集する,を集める,組み立てる	3328	550
cholesterol	コレステロール	3328	550
helpful	助けになる,役立った,有用な,役に立つ	3328	550
inquiry	問い合わせ,問合せ	3328	550
castle	城	3332	549
Iraqi	イラクの 	3332	549
pledge	誓約,質入,乾杯,を誓う,保証する	3332	549
capability	将来性,能力,可能性,手腕	3335	548
commentary	注釈書,注釈,注解書	3335	548
Elizabeth	エリザベス 	3335	548
external	外の,外部の,外側の,外用の,形式的な,外見,外面,外部	3335	548
horror	恐ろしさ,恐怖,憎悪,嫌悪,【映画】ホラー映画	3335	548
Pennsylvanium	pennsylvanium 	3335	548
wheel	車輪,くるりと向きを変える,押す,ハンドル,自転車,推進力	3335	548
bathroom	バスルーム,トイレ	3344	547
composition	構成,創作,作文	3344	547
motion	動き,運動,動作,動議,合図する	3344	547
va	価値分析,value analysis	3344	547
crop	刈り込む,群れ,産出高	3348	546
trigger	誘発する,引き金,制動機,ばね止め,誘因,きっかけ	3348	546
pace	歩み,一歩,歩調,速度,歩幅,歩き方,(を)ゆっくり歩く,歩調を整えて歩く	3350	545
phylogenetic	系統発生の 	3350	545
planet	惑星	3350	545
thick	厚い,分厚い,混雑している,濃い,深い,濁っている,鈍い,ばかな,密集した部分,太い部分,賑やかなところ,(方言などが)明瞭にわかる,強い	3350	545
visa	査証,裏書き,ビザ,旅券に裏書きをする,ビザを与える	3350	545
Hussein	フセイン 	3355	544
mirror	鏡,模範,映す	3355	544
substitution	置き換え,代用,代用品	3355	544
acceptable	容認できる	3358	543
constitutional	保健のための,構成上の,体格の,体質の,生まれつきの,憲法上の,合法的な	3358	543
remarkable	注目すべき,珍しい,驚くべき	3358	543
vessel	容器,大型の船,飛行機,体内の管,導管	3358	543
constantly	絶えず	3362	542
interrogation	尋問,質問,疑問(符)	3362	542
marine	海の,船舶の,海軍の,海事,海兵隊員	3362	542
hopefully	希望をもって	3366	541
prescription	処方(箋,薬),指示,規定,規範,法規,時効,おきて	3366	541
rape	強姦,略奪(する)	3366	541
react	反応する,反発する	3366	541
hr	時間 	3370	540
